Sentence #	Word	Pos	Tag
	Sada	Rgp	O
	je	Var3s	O
	Hrvatska	Npfsn	B-loc
	priznata	Appfsny	O
	kao	Cs	O
	zemlja	Ncfsn	O
	sa	Si	O
	jakom	Agpfsiy	O
	demokratijom	Ncfsi	O
	,	Z	O
	koja	Pi-fsn	O
	poštuje	Vmr3s	O
	zakon	Ncmsan	O
	i	Cc	O
	zajedničke	Agpfpay	O
	vrednosti	Ncfpa	O
	EU	Npmsn	B-org
	"	Z	O
	,	Z	O
	dodala	Vmp-sf	O
	je	Var3s	O
	ona	Pp3fsn	O
	.	Z	O
Sentence: 357	Dobre	Agpfpny	O
	vesti	Ncfpn	O
	iz	Sg	O
	Brisela	Npmsg	B-loc
	došle	Vmp-pf	O
	su	Var3p	O
	kada	Rgp	O
	je	Var3s	O
	Savet	Ncmsn	B-org
	EU	Npmsn	I-org
	završio	Vmp-sm	O
	svoj	Px-msan	O
	samit	Ncmsan	O
	24.	Mdo	O
	juna	Ncmsg	O
	.	Z	O
Sentence: 358	Potvrđujući	Rr	O
	zeleno	Agpnsay	O
	svetlo	Ncnsa	O
	,	Z	O
	Savet	Ncmsn	B-org
	je	Var3s	O
	takođe	Rgp	O
	pozvao	Vmp-sm	O
	Zagreb	Npmsan	B-loc
	da	Cs	O
	ide	Vmr3s	O
	dalje	Rgc	O
	sa	Si	O
	neophodnim	Agpfpiy	O
	promenama	Ncfpi	O
	.	Z	O
Sentence: 359	"	Z	O
	Hrvatska	Npfsn	B-loc
	bi	Vaa3s	O
	trebalo	Vmp-sn	O
	da	Cs	O
	nastavi	Vmr3s	O
	svoje	Px-mpa	O
	reformske	Agpmpay	O
	napore	Ncmpa	O
	sa	Si	O
	istom	Agpfsiy	O
	energijom	Ncfsi	O
	,	Z	O
	a	Cc	O
	posebno	Rgp	O
	u	Sl	O
	pogledu	Ncmsl	O
	pravosuđa	Ncnsg	O
	i	Cc	O
	osnovnih	Agpnpgy	O
	prava	Ncnpg	O
	i	Cc	O
	da	Cs	O
	bude	Var3s	O
	u	Sl	O
	stanju	Ncnsl	O
	da	Cs	O
	u	Sl	O
	potpunosti	Ncfsl	O
	preuzme	Vmr3s	O
	obaveze	Ncfpa	O
	članstva	Ncnsg	O
	od	Sg	O
	dana	Ncmsg	O
	pridruživanja	Ncnsg	O
	"	Z	O
	,	Z	O
	navodi	Vmr3s	O
	se	Px--sa	O
	u	Sl	O
	konačnom	Agpnsly	O
	saopštenju	Ncnsl	O
	sa	Sg	O
	samita	Ncmsg	O
	.	Z	O
Sentence: 360	"	Z	O
	Nadgledanjem	Ncnsi	O
	reformskih	Agpnpgy	O
	nastojanja	Ncnpg	O
	do	Sg	O
	pridruživanja	Ncnsg	O
	pružiće	Vmf3s	O
	se	Px--sa	O
	neophodna	Agpnpny	O
	uveravanja	Ncnpn	O
	Hrvatskoj	Npfsd	B-loc
	i	Cc	O
	trenutnim	Agpfpdy	O
	zemljama	Ncfpd	O
	članicama	Ncfpd	O
	.	Z	O
	"	Z	O
Sentence: 361	Mada	Cs	O
	su	Var3p	O
	hrvatski	Agpmpny	O
	politički	Agpmpny	O
	lideri	Ncmpn	O
	ujedinjeni	Appmpny	O
	u	Sl	O
	podršci	Ncfsl	O
	pridruživanju	Ncnsd	O
	,	Z	O
	javno	Agpnsny	O
	mnjenje	Ncnsn	O
	je	Var3s	O
	nešto	Rgp	O
	manje	Rgc	O
	jedinstveno	Agpnsny	O
	.	Z	O
Sentence: 362	Ankete	Ncfpn	O
	pokazuju	Vmr3p	O
	da	Cs	O
	je	Var3s	O
	broj	Ncmsn	O
	onih	Pd-mpg	O
	koji	Pi-mpn	O
	podržavaju	Vmr3p	O
	pridruživanje	Ncnsa	O
	EU	Npmsn	B-org
	ponovo	Rgp	O
	u	Sl	O
	porastu	Ncmsl	O
	,	Z	O
	ali	Cc	O
	i	Cc	O
	dalje	Rgc	O
	nije	Var3s	O
	veći	Agcmsny	O
	od	Sg	O
	60	Mdc	O
	odsto	Rgp	O
	.	Z	O
Sentence: 363	Ivan	Npmsn	B-per
	Grdešić	Npmsn	I-per
	,	Z	O
	istaknuti	Agpmsny	O
	komentator	Ncmsn	O
	i	Cc	O
	naučni	Agpmsny	O
	radnik	Ncmsn	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	za	Sa	O
	SETimes	Xf	B-org
	da	Cs	O
	će	Var3s	O
	se	Px--sa	O
	hrvatski	Agpmpny	O
	politički	Agpmpny	O
	lideri	Ncmpn	O
	,	Z	O
	s	Si	O
	obzirom	Ncmsi	O
	da	Cs	O
	je	Var3s	O
	naporan	Agpmsnn	O
	rad	Ncmsn	O
	na	Sl	O
	zaključivanju	Ncnsl	O
	pregovaračkih	Agpnpgy	O
	poglavlja	Ncnpg	O
	sada	Rgp	O
	završen	Appmsnn	O
	,	Z	O
	nadmetati	Vmn	O
	da	Cs	O
	preuzmu	Vmr3p	O
	zasluge	Ncfpa	O
	--	Z	O
	i	Cc	O
	uberu	Vmr3p	O
	više	Rgc	O
	poena	Ncmpg	O
	na	Sl	O
	izborima	Ncmpl	O
	.	Z	O
Sentence: 364	"	Z	O
	Bićemo	Vmf1p	O
	svedoci	Ncmpn	O
	pokušaja	Ncmsg	O
	da	Cs	O
	se	Px--sa	O
	dokaže	Vmr3s	O
	ko	Pi3m-n	O
	je	Var3s	O
	najbolje	Rgs	O
	obavio	Vmp-sm	O
	posao	Ncmsan	O
	--	Z	O
	ko	Pi3m-n	O
	je	Var3s	O
	radio	Vmp-sm	O
	'	Z	O
	noć	Ncfsa	O
	i	Cc	O
	dan	Ncmsan	O
	'	Z	O
	da	Cs	O
	ostvari	Vmr3s	O
	cilj	Ncmsan	O
	pridruživanja	Ncnsg	O
	EU	Npmsn	B-org
	i	Cc	O
	ko	Pi3m-n	O
	bi	Vaa3s	O
	stoga	Rgp	O
	trebalo	Vmp-sn	O
	da	Cs	O
	bude	Var3s	O
	nagrađen	Appmsnn	O
	na	Sl	O
	predstojećim	Agpmply	O
	parlamentarnim	Agpmply	O
	izborima	Ncmpl	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	Grdešić	Npmsn	B-per
	za	Sa	O
	SETimes	Xf	B-org
	.	Z	O
Sentence: 365	"	Z	O
	To	Pd-nsn	O
	je	Var3s	O
	problem	Ncmsn	O
	svih	Pi-fpg	O
	umešanih	Appfpgy	O
	političkih	Agpfpgy	O
	strana	Ncfpg	O
	.	Z	O
Sentence: 366	Članstvo	Ncnsn	O
	u	Sl	O
	EU	Npmsn	B-org
	ne	Qz	O
	vidi	Vmr3s	O
	se	Px--sa	O
	kao	Cs	O
	nacionalan	Agpmsnn	O
	,	Z	O
	strateški	Agpmsny	O
	i	Cc	O
	generacijski	Agpmsny	O
	cilj	Ncmsn	O
	,	Z	O
	nego	Cc	O
	kao	Cs	O
	instrument	Ncmsn	O
	političkih	Agpfpgy	O
	i	Cc	O
	stranačkih	Agpfpgy	O
	borbi	Ncfpg	O
	.	Z	O
	"	Z	O
Sentence: 367	Makedonija	Npfsn	B-loc
	će	Var3s	O
	biti	Van	O
	domaćin	Ncmsn	O
	foruma	Ncmsg	O
	"	Z	O
	Dijalog	Ncmsn	B-misc
	civilizacija	Ncfpg	I-misc
	"	Z	O
Sentence: 368	Krajem	Sg	O
	ovog	Pd-msg	O
	meseca	Ncmsg	O
	predsednik	Ncmsn	O
	Makedonije	Npfsg	B-loc
	Boris	Npmsn	B-per
	Trajkoviski	Npmsn	I-per
	i	Cc	O
	generalni	Agpmsny	O
	direktor	Ncmsn	O
	UNESKO-a	Npmsg	B-org
	Koićiro	Npmsn	B-per
	Macura	Npmsn	I-per
	biće	Vaf3p	O
	pokrovitelji	Ncmpn	O
	regionalnog	Agpmsgy	O
	foruma	Ncmsg	O
	usmerenog	Appmsgy	O
	na	Sa	O
	unapređivanje	Ncnsa	O
	stabilnosti	Ncfsg	O
	,	Z	O
	tolerancije	Ncfsg	O
	i	Cc	O
	demokratije	Ncfsg	O
	u	Sl	O
	jugoistočnoj	Agpfsly	O
	Evropi	Npfsl	B-loc
	.	Z	O
Sentence: 369	Dvodnevni	Agpmsny	O
	regionalni	Agpmsny	O
	forum	Ncmsn	O
	pod	Si	O
	nazivom	Ncmsi	O
	"	Z	O
	Dijalog	Ncmsn	B-misc
	civilizacija	Ncfpg	I-misc
	"	Z	O
	počeće	Vmf3s	O
	29.	Mdo	O
	avgusta	Ncmsg	O
	u	Sl	O
	makedonskom	Agpmsly	O
	turističkom	Agpmsly	O
	gradu	Ncmsl	O
	Ohridu	Npmsl	B-loc
	.	Z	O
Sentence: 370	Forum	Ncmsn	O
	,	Z	O
	koji	Pi-mpn	O
	zajedno	Rgp	O
	organizuju	Vmr3p	O
	Makedonija	Npfsn	B-loc
	,	Z	O
	UNESKO	Npmsn	B-org
	i	Cc	O
	Fondacija	Ncfsn	B-org
	Apel	Ncmsn	I-org
	savesti	Ncfsg	I-org
	,	Z	O
	okupiće	Vmf3p	O
	predsednike	Ncmpa	O
	Albanije	Npfsg	B-loc
	,	Z	O
	Bosne	Npfsg	B-loc
	i	Cc	I-loc
	Hercegovine	Npfsg	I-loc
	,	Z	O
	Bugarske	Npfsg	B-loc
	,	Z	O
	Hrvatske	Npfsg	B-loc
	,	Z	O
	Slovenije	Npfsg	B-loc
	i	Cc	O
	Srbije	Npfsg	B-loc
	i	Cc	I-loc
	Crne	Agpfsgy	I-loc
	Gore	Ncfsg	I-loc
	,	Z	O
	zajedno	Rgp	O
	sa	Si	O
	predstavnicima	Ncmpi	O
	UN-a	Npmsg	B-org
	,	Z	O
	EU	Npmsn	B-org
	,	Z	O
	nevladinih	Aspfpgy	O
	organizacija	Ncfpg	O
	,	Z	O
	ekspertima	Ncmpi	O
	i	Cc	O
	intelektualcima	Ncmpi	O
	iz	Sg	O
	oko	Rgp	O
	20	Mdc	O
	zemalja	Ncfpg	O
	.	Z	O
Sentence: 371	Forum	Ncmsn	O
	će	Var3s	O
	biti	Van	O
	usredsređen	Appmsnn	O
	na	Sa	O
	jačanje	Ncnsa	O
	stabilnosti	Ncfsg	O
	,	Z	O
	tolerancije	Ncfsg	O
	i	Cc	O
	demokratije	Ncfsg	O
	,	Z	O
	povećanje	Ncnsa	O
	kulturnog	Agpnsgy	O
	,	Z	O
	etničkog	Agpnsgy	O
	i	Cc	O
	verskog	Agpnsgy	O
	razumevanja	Ncnsg	O
	i	Cc	O
	unapređivanje	Ncnsa	O
	principa	Ncmpg	O
	jednakosti	Ncfsg	O
	,	Z	O
	vladavine	Ncfsg	O
	zakona	Ncmpg	O
	i	Cc	O
	poštovanja	Ncnsg	O
	ljudskih	Agpnpgy	O
	prava	Ncnpg	O
	.	Z	O
Sentence: 372	Cilj	Ncmsn	O
	je	Var3s	O
	da	Cs	O
	se	Px--sa	O
	potvrdi	Vmr3s	O
	kontinuitet	Ncmsn	O
	i	Cc	O
	značaj	Ncmsan	O
	rezolucija	Ncfpg	O
	UN-a	Npmsg	B-org
	i	Cc	O
	UNESKO-a	Npmsg	B-org
	vezanih	Appmpgy	O
	za	Sa	O
	ova	Pd-npa	O
	pitanja	Ncnpa	O
	,	Z	O
	pojača	Vmr3s	O
	proces	Ncmsan	O
	pomirenja	Ncnsg	O
	i	Cc	O
	razgovara	Vmr3s	O
	o	Sl	O
	konkretnim	Agpmply	O
	problemima	Ncmpl	O
	sa	Si	O
	kojima	Pi-mpi	O
	se	Px--sa	O
	suočava	Vmr3s	O
	region	Ncmsn	O
	jugoistočne	Agpfsgy	O
	Evrope	Npfsg	B-loc
	.	Z	O
Sentence: 373	Pokrovitelji	Ncmpn	O
	foruma	Ncmsg	O
	su	Var3p	O
	makedonski	Agpmsny	O
	predsednik	Ncmsn	O
	Boris	Npmsn	B-per
	Trajkovski	Npmsn	I-per
	i	Cc	O
	generalni	Agpmsny	O
	direktor	Ncmsn	O
	UNESKO-a	Npmsg	B-org
	Koićiro	Npmsn	B-per
	Macura	Npmsn	I-per
	.	Z	O
Sentence: 374	Program	Ncmsn	O
	rada	Ncmsg	O
	uključuje	Vmr3s	O
	panel	Ncmsan	O
	diskusije	Ncfpa	O
	i	Cc	O
	sastanke	Ncmpa	O
	radnih	Agpfpgy	O
	grupa	Ncfpg	O
	na	Sa	O
	tri	Mlc	O
	glavne	Agpfsgy	O
	teme	Ncfsg	O
	:	Z	O
	mir	Ncmsn	O
	i	Cc	O
	stabilnost	Ncfsn	O
	,	Z	O
	demokratija	Ncfsn	O
	i	Cc	O
	civilno	Agpnsny	O
	društvo	Ncnsn	O
	,	Z	O
	kultura	Ncfsn	O
	i	Cc	O
	različitost	Ncfsn	O
	.	Z	O
Sentence: 375	Šefovi	Ncmpn	O
	država	Ncfpg	O
	koji	Pi-mpn	O
	će	Var3p	O
	prisustvovati	Vmn	O
	skupu	Ncmsd	O
	imaće	Vmf3p	O
	priliku	Ncfsa	O
	da	Cs	O
	se	Px--sa	O
	obrate	Vmr3p	O
	učesnicima	Ncmpi	O
	tokom	Sg	O
	plenarnih	Agpfpgy	O
	sednica	Ncfpg	O
	.	Z	O
Sentence: 376	Pohvalivši	Rr	O
	Trajkovskog	Npmsay	B-per
	zbog	Sg	O
	"	Z	O
	energije	Ncfsg	O
	i	Cc	O
	inicijative	Ncfsg	O
	"	Z	O
	uložene	Appfsgy	O
	u	Sa	O
	pripremu	Ncfsa	O
	sastanka	Ncmsg	O
	,	Z	O
	Macura	Npmsn	B-per
	je	Var3s	O
	rekao	Vmp-sm	O
	da	Cs	O
	je	Var3s	O
	neophodno	Rgp	O
	da	Cs	O
	zemlje	Ncfpn	O
	jugoistočne	Agpfsgy	O
	Evrope	Npfsg	B-loc
	ispune	Vmr3p	O
	obaveze	Ncfpa	O
	koje	Pi-fpn	O
	su	Var3p	O
	preuzele	Vmp-pf	O
	"	Z	O
	u	Sl	O
	pogledu	Ncmsl	O
	demokratskih	Agpfpgy	O
	vrednosti	Ncfpg	O
	i	Cc	O
	ciljeva	Ncmpg	O
	,	Z	O
	punog	Agpnsgy	O
	poštovanja	Ncnsg	O
	ljudskih	Agpnpgy	O
	prava	Ncnpg	O
	,	Z	O
	i	Cc	O
	međusobnog	Agpnsgy	O
	poštovanja	Ncnsg	O
	i	Cc	O
	tolerancije	Ncfsg	O
	među	Si	O
	građanima	Ncmpi	O
	različitih	Agpfpgy	O
	etničkih	Agpfpgy	O
	pripadnosti	Ncfpg	O
	"	Z	O
	kako	Cs	O
	bi	Vaa3p	O
	mogle	Vmp-pf	O
	da	Cs	O
	ostvare	Vmr3p	O
	"	Z	O
	civilizovanu	Agpfsay	O
	koegzistenciju	Ncfsa	O
	koja	Pi-fsn	O
	je	Var3s	O
	održiva	Agpfsny	O
	i	Cc	O
	pravedna	Agpfsny	O
	"	Z	O
	.	Z	O
Sentence: 377	Tokom	Sg	O
	sednice	Ncfsg	O
	Generalne	Agpfsgy	B-org
	skupštine	Ncfsg	I-org
	UN-a	Npmsg	I-org
	9.	Mdo	O
	novembra	Ncmsg	O
	2001.	Mdo	O
	godine	Ncfsg	O
	,	Z	O
	Trajkovski	Npmsn	B-per
	je	Var3s	O
	prvi	Mlomsan	O
	put	Rgp	O
	predstavio	Vmp-sm	O
	svoj	Px-msan	O
	predlog	Ncmsan	O
	za	Sa	O
	održavanje	Ncnsa	O
	regionalnog	Agpmsgy	O
	foruma	Ncmsg	O
	u	Sl	O
	Ohridu	Npmsl	B-loc
	,	Z	O
	kao	Cs	O
	konkretan	Agpmsann	O
	korak	Ncmsan	O
	ka	Sd	O
	implementaciji	Ncfsd	O
	Globalnog	Agpmsgy	B-misc
	programa	Ncmsg	I-misc
	za	Sa	I-misc
	dijalog	Ncmsan	I-misc
	civilizacija	Ncfpg	I-misc
	i	Cc	O
	njegovog	Ps3msg	O
	Programa	Ncmsg	B-misc
	akcije	Ncfsg	I-misc
	koji	Pi-msn	O
	je	Var3s	O
	usvojen	Appmsnn	O
	na	Sl	O
	istoj	Agpfsly	O
	sednici	Ncfsl	O
	.	Z	O
Sentence: 378	Njegova	Ps3fsn	O
	ideja	Ncfsn	O
	je	Var3s	O
	podržana	Appfsny	O
	u	Sl	O
	aprilu	Ncmsl	O
	2002.	Mdo	O
	godine	Ncfsg	O
	,	Z	O
	na	Sl	O
	sastanku	Ncmsl	O
	visokih	Agpmpgy	O
	zvaničnika	Ncmpg	O
	UNESKO-a	Npmsg	B-org
	posvećenom	Appmsly	O
	jačanju	Ncnsd	O
	regionalne	Agpfsgy	O
	saradnje	Ncfsg	O
	u	Sl	O
	jugoistočnoj	Agpfsly	O
	Evropi	Npfsl	B-loc
	.	Z	O
Sentence: 379	"	Z	O
	Ja	Pp1-sn	O
	shvatam	Vmr1s	O
	dijalog	Ncmsan	O
	između	Sg	O
	različitih	Agpmpgy	O
	ljudi	Ncmpg	O
	,	Z	O
	kultura	Ncfpg	O
	i	Cc	O
	civilizacija	Ncfpg	O
	kao	Cs	O
	stalan	Agpmsnn	O
	proces	Ncmsn	O
	koji	Pi-msn	O
	bi	Vaa3s	O
	trebalo	Vmp-sn	O
	da	Cs	O
	ima	Vmr3s	O
	globalnu	Agpfsay	O
	dimenziju	Ncfsa	O
	,	Z	O
	promoviše	Vmr3s	O
	jednakost	Ncfsa	O
	,	Z	O
	vladavinu	Ncfsa	O
	zakona	Ncmpg	O
	,	Z	O
	zaštitu	Ncfsa	O
	ljudskih	Agpnpgy	O
	prava	Ncnpg	O
	i	Cc	O
	poštovanje	Ncnsa	O
	kulturnih	Agpnpgy	O
	bogatstava	Ncnpg	O
	i	Cc	O
	razlika	Ncfpg	O
	,	Z	O
	istovremeno	Rgp	O
	doprinoseći	Rr	O
	izgradnji	Ncfsd	O
	poverenja	Ncnsg	O
	na	Sl	O
	lokalnom	Agpmsly	O
	,	Z	O
	regionalnom	Agpfsly	O
	i	Cc	O
	međunarodnom	Agpmsly	O
	nivou	Ncmsl	O
	"	Z	O
	,	Z	O
	istakao	Vmp-sm	O
	je	Var3s	O
	Trajkovski	Npmsn	B-per
	.	Z	O
Sentence: 380	"	Z	O
	Dijalog	Ncmsn	O
	i	Cc	O
	saradnja	Ncfsn	O
	civilizacija	Ncfpg	O
	ne	Qz	O
	bi	Vaa3s	O
	trebalo	Vmp-sn	O
	da	Cs	O
	se	Px--sa	O
	uvode	Vmr3p	O
	silom	Ncfsi	O
	i	Cc	O
	snagom	Ncfsi	O
	,	Z	O
	nego	Cc	O
	nadom	Ncfsi	O
	u	Sa	O
	mir	Ncmsan	O
	i	Cc	O
	prosperitet	Ncmsan	O
	"	Z	O
	,	Z	O
	dodao	Vmp-sm	O
	je	Var3s	O
	Trajkovski	Npmsn	B-per
	izražavajući	Rr	O
	uverenje	Ncnsa	O
	da	Cs	O
	će	Var3s	O
	forum	Ncmsn	O
	"	Z	O
	ponuditi	Vmn	O
	rešenje	Ncnsa	O
	za	Sa	O
	konkretne	Agpmpay	O
	probleme	Ncmpa	O
	sa	Si	O
	kojima	Pi-mpi	O
	se	Px--sa	O
	region	Ncmsn	O
	suočava	Vmr3s	O
	i	Cc	O
	pomoći	Vmn	O
	našim	Ps1fpd	O
	zemljama	Ncfpd	O
	da	Cs	O
	prevaziđu	Vmr3p	O
	trenutne	Agpfpay	O
	teškoće	Ncfpa	O
	"	Z	O
	.	Z	O
Sentence: 381	Univerzitetske	Agpfpny	O
	reforme	Ncfpn	O
	suočile	Vmp-pf	O
	oslabljenu	Agpfsay	O
	vladu	Ncfsa	O
	sa	Si	O
	profesorima	Ncmpi	O
	i	Cc	O
	studentskim	Agpnpiy	O
	udruženjima	Ncnpi	O
Sentence: 382	Novi	Agpmsny	O
	zakon	Ncmsn	O
	znači	Vmr3s	O
	da	Cs	O
	prvi	Mlomsan	O
	put	Rgp	O
	posle	Sg	O
	više	Rgc	O
	decenija	Ncfpg	O
	policiji	Ncfsd	O
	nije	Var3s	O
	zabranjeno	Appnsny	O
	da	Cs	O
	ulazi	Vmr3s	O
	na	Sa	O
	univerzitetske	Agpmpay	O
	kampuse	Ncmpa	O
	.	Z	O
Sentence: 383	Organizatori	Ncmpn	O
	protesta	Ncmsg	O
	su	Var3p	O
	zahvaljujući	Rr	O
	toj	Pd-fsd	O
	zabrani	Ncfsd	O
	imali	Vmp-pm	O
	osiguranu	Agpfsay	O
	zaštitu	Ncfsa	O
	od	Sg	O
	hapšenja	Ncnsg	O
	.	Z	O
Sentence: 384	Demonstranti	Ncmpn	O
	marširaju	Vmr3p	O
	bulevarom	Ncmsi	O
	u	Sl	O
	centru	Ncmsl	O
	Atine	Npfsg	B-loc
	1.	Mdo	O
	septembra	Ncmsg	O
	,	Z	O
	protestujući	Rr	O
	zbog	Sg	O
	nedavno	Rgp	O
	ratifikovanog	Agpmsgy	O
	zakona	Ncmsg	O
	o	Sl	O
	reformi	Ncfsl	O
	višeg	Agcnsgy	O
	obrazovanja	Ncnsg	O
	na	Sl	O
	grčkim	Agpmply	O
	univerzitetima	Ncmpl	O
	i	Cc	O
	u	Sl	O
	školama	Ncfpl	O
	trećeg	Mlomsg	O
	stepena	Ncmsg	O
	stručne	Agpfsgy	O
	spreme	Ncfsg	O
	.	Z	O
Sentence: 385	Reforme	Ncfpn	O
	u	Sl	O
	škripućem	Agpmsly	O
	sistemu	Ncmsl	O
	visokog	Agpnsgy	O
	obrazovanja	Ncnsg	O
	donete	Appfpny	O
	krajem	Sg	O
	prošlog	Agpmsgy	O
	meseca	Ncmsg	O
	(	Z	O
	24.	Mdo	O
	avgusta	Ncmsg	O
	)	Z	O
	,	Z	O
	koje	Pi-fpn	O
	su	Var3p	O
	izazvale	Vmp-pf	O
	veliku	Agpfsay	O
	pažnju	Ncfsa	O
	,	Z	O
	uključuju	Vmr3p	O
	efektivno	Agpnsay	O
	ukidanje	Ncnsa	O
	sveobuhvatajućeg	Agpmsgy	O
	"	Z	O
	statusa	Ncmsg	O
	azila	Ncmsg	O
	"	Z	O
	koji	Pi-mpn	O
	uživaju	Vmr3p	O
	obrazovne	Agpfpny	O
	institucije	Ncfpn	O
	,	Z	O
	nakon	Cs	O
	što	Cs	O
	je	Var3s	O
	do	Sg	O
	sada	Rgp	O
	nezabeležena	Agpfsny	O
	parlamentarna	Agpfsny	O
	većina	Ncfsn	O
	--	Z	O
	250	Mdc	O
	od	Sg	O
	300	Mdc	O
	poslanika	Ncmpg	O
	--	Z	O
	usvojila	Vmp-sf	O
	okvirni	Agpmsayn	O
	zakon	Ncmsan	O
	.	Z	O
Sentence: 386	Kakve	Pi-fpn	O
	god	Qo	O
	bile	Vap-pf	O
	druge	Mlofpn	O
	posledice	Ncfpn	O
	po	Sa	O
	sektor	Ncmsan	O
	višeg	Agcnsgy	O
	obrazovanja	Ncnsg	O
	u	Sl	O
	zemlji	Ncfsl	O
	,	Z	O
	usvajanje	Ncnsn	O
	zakona	Ncmsg	O
	glasovima	Ncmpi	O
	obe	Mlsf-n	O
	vodeće	Agpfsgy	O
	stranke	Ncfsg	O
	--	Z	O
	vladajuće	Agpfsgy	O
	socijalističke	Agpfsgy	O
	stranke	Ncfsg	O
	PASOK	Npmsn	B-org
	i	Cc	O
	glavne	Agpfsgy	O
	opozicione	Agpfsgy	O
	partije	Ncfsg	O
	desnog	Agpmsgy	O
	centra	Ncmsg	O
	Nove	Agpfsgy	B-org
	demokratije	Ncfsg	I-org
	--	Z	O
	povećalo	Vmp-sn	O
	je	Var3s	O
	špekulacije	Ncfsg	O
	o	Sl	O
	diskretnom	Agpmsly	O
	"	Z	O
	konsenzusu	Ncmsl	O
	"	Z	O
	između	Sg	O
	dve	Mlcf-n	O
	glavne	Agpfsgy	O
	stranke	Ncfsg	O
	usred	Sg	O
	tekuće	Agpfsgy	O
	ekonomske	Agpfsgy	O
	i	Cc	O
	fiskalne	Agpfsgy	O
	krize	Ncfsg	O
	.	Z	O
Sentence: 387	Ministarka	Ncfsn	O
	obrazovanja	Ncnsg	O
	Ana	Npfsn	B-per
	Diamantopolu	Npfsn	I-per
	,	Z	O
	bivša	Agpfsny	O
	komesarka	Ncfsn	O
	EU	Npmsn	B-org
	koja	Pi-fsn	O
	se	Px--sa	O
	smatra	Vmr3s	O
	jednim	Mlcmsi	O
	od	Sg	O
	nekolicine	Ncfsg	O
	mogućih	Agpmpgy	O
	naslednika	Ncmpg	O
	trenutnog	Agpmsgy	O
	premijera	Ncmsg	O
	Jorgosa	Npmsg	B-per
	Papandreua	Npmsg	I-per
	na	Sl	O
	čelu	Ncnsl	O
	vladajuće	Agpfsgy	O
	stranke	Ncfsg	O
	,	Z	O
	nazvala	Vmp-sf	O
	je	Var3s	O
	glasanje	Ncnsa	O
	u	Sl	O
	parlamentu	Ncmsl	O
	"	Z	O
	istorijskim	Agpnsiy	O
	"	Z	O
	,	Z	O
	naglašavajući	Rr	O
	da	Cs	O
	bi	Vaa3s	O
	takav	Pd-msn	O
	konsenzus	Ncmsn	O
	mogao	Vmp-sm	O
	da	Cs	O
	se	Px--sa	O
	postigne	Vmr3s	O
	i	Cc	O
	na	Sl	O
	drugim	Mlofpl	O
	poljima	Ncnpl	O
	.	Z	O
Sentence: 388	Uprkos	Sd	O
	tome	Pd-nsd	O
	,	Z	O
	glavna	Agpfsny	O
	opoziciona	Agpfsny	O
	stranka	Ncfsn	O
	,	Z	O
	osnažena	Agpfsny	O
	svojim	Px-msi	O
	vođstvom	Ncnsi	O
	u	Sl	O
	skorijim	Agcnply	O
	istraživanjima	Ncnpl	O
	javnog	Agpnsgy	O
	mnjenja	Ncnsg	O
	i	Cc	O
	neuspehom	Ncmsi	O
	vlade	Ncfsg	O
	da	Cs	O
	unapredi	Vmr3s	O
	ekonomske	Agpmpay	O
	izglede	Ncmpa	O
	,	Z	O
	odlučno	Rgp	O
	je	Var3s	O
	odbacila	Vmp-sf	O
	saradnju	Ncfsa	O
	u	Sl	O
	teškim	Agpmply	O
	mesecima	Ncmpl	O
	koji	Pi-mpn	O
	slede	Vmr3p	O
	.	Z	O
Sentence: 389	"	Z	O
	ND	Ncmsn	B-org
	nikada	Rgp	O
	neće	Var3s	O
	ponuditi	Vmn	O
	konsenzus	Ncmsan	O
	ili	Cc	O
	pre	Rgp	O
	saučesništvo	Ncnsa	O
	u	Sl	O
	pogrešnoj	Agpfsly	O
	[	Z	O
	politici	Ncfsl	O
	vlade	Ncfsg	O
	]	Z	O
	...	Z	O
Sentence: 390	Neka	Qo	O
	ona	Pp3fsn	O
	[	Z	O
	vlada	Ncfsn	O
	]	Z	O
	nastavi	Vmr3s	O
	da	Cs	O
	traži	Vmr3s	O
	pojas	Ncmsan	O
	za	Sa	O
	spasavanje	Ncnsa	O
	zbog	Sg	O
	sopstvene	Agpfsgy	O
	nekompetentnosti	Ncfsg	O
	i	Cc	O
	neefektivnosti	Ncfsg	O
