Sentence #	Word	Pos	Tag
	ovog	Pd-msg	O
	tjedna	Ncmsg	O
	i	Cc	O
	Ashdown	Npmsn	B-per
	i	Cc	O
	zapovjednik	Ncmsn	O
	SFOR-a	Npmsg	B-org
	,	Z	O
	general	Ncmsn	O
	pukovnik	Ncmsn	O
	William	Npmsn	B-per
	Ward	Npmsn	I-per
	ukazali	Vmp-pm	O
	su	Var3p	O
	kako	Cs	O
	su	Var3p	O
	reforme	Ncfpn	O
	sektora	Ncmsg	O
	obrane	Ncfsg	O
	ključni	Agpmsny	O
	zahtjev	Ncmsn	O
	za	Sa	O
	pristupanje	Ncnsa	O
	BiH	Npfsn	B-loc
	programu	Ncmsd	O
	NATO-a	Npmsg	B-org
	Partnerstvo	Ncnsn	B-misc
	za	Sa	I-misc
	mir	Ncmsan	I-misc
	ove	Pd-fsg	O
	godine	Ncfsg	O
	,	Z	O
	što	Pi3n-n	O
	predstavlja	Vmr3s	O
	prvi	Mlomsan	O
	korak	Ncmsan	O
	ka	Sd	O
	priključenju	Ncnsd	O
	Savezu	Ncmsd	B-org
	.	Z	O
Sentence: 276	Prema	Sl	O
	izvješću	Ncnsl	O
	Komisije	Ncfsg	B-org
	za	Sa	I-org
	reforme	Ncfpa	I-org
	obrane	Ncfsg	I-org
	u	Sl	I-org
	BiH	Npfsl	I-org
	,	Z	O
	do	Sg	O
	prijama	Ncmsg	O
	u	Sa	O
	NATO	Npmsan	B-org
	moglo	Vmp-sn	O
	bi	Vaa3s	O
	doći	Vmn	O
	2007.	Mdo	O
	godine	Ncfsg	O
	.	Z	O
Sentence: 277	Vladajuća	Agpfsny	O
	muslimanska	Agpfsny	O
	Stranka	Ncfsn	B-org
	demokratske	Agpfsgy	I-org
	akcije	Ncfsg	I-org
	protivi	Vmr3s	O
	se	Px--sa	O
	reformama	Ncfpd	O
	,	Z	O
	naglašavajući	Rr	O
	kako	Cs	O
	se	Px--sa	O
	njima	Pp3-pi	O
	ne	Qz	O
	planira	Vmr3s	O
	ujedinjenje	Ncnsa	O
	dviju	Mlcf-g	O
	entitetskih	Agpfpgy	O
	vojski	Ncfpg	O
	.	Z	O
Sentence: 278	U	Sl	O
	međuvremenu	Ncnsl	O
	,	Z	O
	za	Sa	O
	četvrtak	Ncmsan	O
	je	Var3s	O
	planiran	Appmsnn	O
	dolazak	Ncmsn	O
	izaslanstva	Ncnsg	O
	NATO-a	Npmsg	B-org
	u	Sa	O
	BiH	Npfsa	B-loc
	,	Z	O
	radi	Sg	O
	informiranja	Ncnsg	O
	o	Sl	O
	procesu	Ncmsl	O
	reformi	Ncfpg	O
	obrane	Ncfsg	O
	.	Z	O
Sentence: 279	Također	Rgp	O
	je	Var3s	O
	predviđen	Appmsnn	O
	i	Cc	O
	sastanak	Ncmsn	O
	Vijeća	Ncnsg	B-org
	za	Sa	I-org
	provedbu	Ncfsa	I-org
	mira	Ncmsg	I-org
	,	Z	O
	koje	Pi-nsn	O
	će	Var3s	O
	tijekom	Sg	O
	dvodnevnog	Agpmsgy	O
	sastanka	Ncmsg	O
	--	Z	O
	kako	Cs	O
	je	Var3s	O
	najavio	Vmp-sm	O
	Ashdown	Npmsn	B-per
	--	Z	O
	"	Z	O
	procijeniti	Vmn	O
	jesu	Var3p	O
	li	Qq	O
	politički	Agpmpny	O
	čelnici	Ncmpn	O
	u	Sl	O
	BiH	Npfsl	B-loc
	spremni	Agpmpny	O
	pokazati	Vmn	O
	političku	Agpfsay	O
	zrelost	Ncfsa	O
	i	Cc	O
	državničku	Agpfsay	O
	mudrost	Ncfsa	O
	te	Cc	O
	poduprijeti	Vmn	O
	reforme	Ncfpa	O
	prijeko	Rgp	O
	potrebne	Agpfpny	O
	za	Sa	O
	usmjeravanje	Ncnsa	O
	zemlje	Ncfsg	O
	u	Sl	O
	pravcu	Ncmsl	O
	transatlantskih	Agpfpgy	O
	struktura	Ncfpg	O
	"	Z	O
	.	Z	O
Sentence: 280	Sve	Qo	O
	intenzivnije	Agcfpny	O
	prepirke	Ncfpn	O
	oko	Sg	O
	piramide	Ncfsg	O
	u	Sl	O
	Tirani	Npfsl	B-loc
Sentence: 281	Albanska	Agpfsny	O
	vlada	Ncfsn	O
	odlučna	Agpfsny	O
	je	Var3s	O
	u	Sl	O
	namjeri	Ncfsl	O
	da	Cs	O
	izgradi	Vmr3s	O
	novu	Agpfsay	O
	zgradu	Ncfsa	O
	parlamenta	Ncmsg	O
	na	Sl	O
	mjestu	Ncnsl	O
	stare	Agpfsgy	O
	piramidalne	Agpfsgy	O
	građevine	Ncfsg	O
	.	Z	O
Sentence: 282	Premda	Cs	O
	se	Px--sa	O
	zgrada	Ncfsn	O
	od	Sg	O
	1990.	Mdo	O
	godine	Ncfsg	O
	koristila	Vmp-sf	O
	u	Sa	O
	razne	Agpfpay	O
	kulturne	Agpfpay	O
	i	Cc	O
	komercijalne	Agpfpay	O
	svrhe	Ncfpa	O
	,	Z	O
	takozvanu	Agpfsay	O
	će	Var3s	O
	piramidu	Ncfsa	O
	,	Z	O
	službeno	Rgp	O
	Međunarodni	Agpmsny	B-org
	kulturni	Agpmsny	I-org
	centar	Ncmsn	I-org
	u	Sl	I-org
	Tirani	Npfsl	I-org
	,	Z	O
	za	Sa	O
	100.	Mdo	O
	obljetnicu	Ncfsa	O
	neovisnosti	Ncfsg	O
	Albanije	Npfsg	B-loc
	zamijeniti	Vmn	O
	novi	Agpmsny	O
	kompleks	Ncmsn	O
	parlamenta	Ncmsg	O
	.	Z	O
Sentence: 283	One	Pd-mpa	O
	koji	Pi-mpn	O
	pozivaju	Vmr3p	O
	na	Sa	O
	promjene	Ncfpa	O
	uznemiruje	Vmr3s	O
	njezina	Ps3fsn	O
	negdašnja	Agpfsny	O
	uloga	Ncfsn	O
	muzeja	Ncmsg	O
	u	Sa	O
	čast	Ncfsa	O
	pokojnom	Agpmsdy	O
	staljinističkom	Agpmsdy	O
	diktatoru	Ncmsd	O
	Enveru	Npmsd	B-per
	Hoxhi	Npmsd	I-per
	.	Z	O
Sentence: 284	"	Z	O
	Ne	Qz	O
	možemo	Vmr1p	O
	zadržati	Vmn	O
	građevinu	Ncfsa	O
	koja	Pi-fsn	O
	čuva	Vmr3s	O
	duh	Ncmsan	O
	diktatora	Ncmsg	O
	"	Z	O
	,	Z	O
	izjavio	Vmp-sm	O
	je	Var3s	O
	zastupnik	Ncmsn	O
	Demokratske	Agpfsgy	B-org
	stranke	Ncfsg	I-org
	Enkelejd	Npmsn	B-per
	Alibeaj	Npmsn	I-per
	.	Z	O
Sentence: 285	Inicijativa	Ncfsn	O
	je	Var3s	O
	pokrenula	Vmp-sf	O
	žestoke	Agpfpay	O
	rasprave	Ncfpa	O
	,	Z	O
	a	Cc	O
	tisuće	Ncfpn	O
	građana	Ncmpg	O
	potpisivale	Vmp-pf	O
	su	Var3p	O
	peticije	Ncfpa	O
	u	Sl	O
	kojima	Pi-fpl	O
	se	Px--sa	O
	od	Sg	O
	vlasti	Ncfpg	O
	traži	Vmr3s	O
	da	Cs	O
	zaustave	Vmr3p	O
	bilo	Qo	O
	kakvo	Pi-nsa	O
	rušenje	Ncnsa	O
	.	Z	O
Sentence: 286	"	Z	O
	Piramida	Ncfsn	O
	nije	Var3s	O
	vlasništvo	Ncnsn	O
	Envera	Npmsg	B-per
	Hoxhe	Npmsg	I-per
	(	Z	O
	.	Z	O
	.	Z	O
	.	Z	O
	)	Z	O
Sentence: 287	Svi	Agpmpny	O
	su	Var3p	O
	Albanci	Npmpn	B-per
	radili	Vmp-pm	O
	za	Sa	O
	tu	Pd-fsa	O
	piramidu	Ncfsa	O
	,	Z	O
	uključujući	Rr	O
	i	Cc	O
	mene	Pp1-sa	O
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	Maks	Npmsn	B-per
	Velo	Npmsn	I-per
	,	Z	O
	poznati	Agpmsny	O
	albanski	Agpmsny	O
	arhitekt	Ncmsn	O
	.	Z	O
Sentence: 288	Piramida	Ncfsn	O
	je	Var3s	O
	tijekom	Sg	O
	proteklih	Agpfpgy	O
	20	Mdc	O
	godina	Ncfpg	O
	imala	Vmp-sf	O
	niz	Ncmsan	O
	namjena	Ncfpg	O
	-	Z	O
	tu	Rgp	O
	se	Px--sa	O
	održava	Vmr3s	O
	nekoliko	Rgp	O
	gospodarskih	Agpmpgy	O
	sajmova	Ncmpg	O
	i	Cc	O
	sajmova	Ncmpg	O
	knjiga	Ncfpg	O
	,	Z	O
	a	Cc	O
	privatna	Agpfsny	O
	nacionalna	Agpfsny	O
	TV	Ncmsn	O
	postaja	Ncfsn	O
	Top	Xf	B-org
	Channel	Xf	I-org
	ima	Vmr3s	O
	urede	Ncmpa	O
	i	Cc	O
	više	Rgc	O
	studija	Ncmpg	O
	u	Sl	O
	zgradi	Ncfsl	O
	.	Z	O
Sentence: 289	Nekoliko	Rgp	O
	je	Var3s	O
	lokalnih	Agpmpgy	O
	arhitekata	Ncmpg	O
	objavilo	Vmp-sn	O
	svoje	Px-nsa	O
	odlučno	Agpnsay	O
	protivljenje	Ncnsa	O
	uništenju	Ncnsd	O
	piramide	Ncfsg	O
	,	Z	O
	ne	Qz	O
	zbog	Sg	O
	toga	Pd-nsg	O
	što	Pi3n-n	O
	predstavlja	Vmr3s	O
	kulturnu	Agpfsay	O
	baštinu	Ncfsa	O
	,	Z	O
	već	Rgp	O
	zato	Cs	O
	što	Cs	O
	smatraju	Vmr3p	O
	kako	Cs	O
	je	Var3s	O
	građevinu	Ncfsa	O
	moguće	Agpnpny	O
	prilično	Rgp	O
	lako	Rgp	O
	pretvoriti	Vmn	O
	u	Sa	O
	parlamentarni	Agpmsayn	O
	kompleks	Ncmsan	O
	.	Z	O
Sentence: 290	Jedan	Mlcmsn	O
	se	Px--sa	O
	od	Sg	O
	arhitekata	Ncmpg	O
	slaže	Vmr3s	O
	te	Cc	O
	je	Var3s	O
	pokrenuo	Vmp-sm	O
	niz	Ncmsan	O
	projekata	Ncmpg	O
	u	Sl	O
	tom	Pd-msl	O
	smjeru	Ncmsl	O
	.	Z	O
Sentence: 291	"	Z	O
	Ne	Qz	O
	mogu	Vmr1s	O
	vjerovati	Vmn	O
	da	Cs	O
	bi	Vaa3s	O
	objekt	Ncmsn	O
	tako	Rgp	O
	ogromne	Agpfsgy	O
	novčane	Agpfsgy	O
	i	Cc	O
	povijesne	Agpfsgy	O
	vrijednosti	Ncfsg	O
	mogao	Vmp-sm	O
	biti	Van	O
	uništen	Appmsnn	O
	.	Z	O
Sentence: 292	To	Pd-nsn	O
	je	Var3s	O
	jedna	Mlcfsn	O
	od	Sg	O
	najistaknutijih	Agsfpgy	O
	građevina	Ncfpg	O
	u	Sl	O
	Albaniji	Npfsl	B-loc
	"	Z	O
	,	Z	O
	rekao	Vmp-sm	O
	je	Var3s	O
	arhitekt	Ncmsn	O
	Vladimir	Npmsn	B-per
	Bregu	Npmsn	I-per
	.	Z	O
Sentence: 293	Aktivisti	Ncmpn	O
	koji	Pi-mpn	O
	podržavaju	Vmr3p	O
	piramidu	Ncfsa	O
	mladi	Agpmpny	O
	su	Var3p	O
	ljudi	Ncmpn	O
	koji	Pi-mpn	O
	ne	Qz	O
	pamte	Vmr3p	O
	da	Cs	O
	je	Var3s	O
	bila	Vap-sf	O
	Hoxhin	Aspmsnn	B-deriv-per
	muzej	Ncmsn	O
	.	Z	O
Sentence: 294	Aldo	Npmsn	B-per
	Merkoci	Npmsn	I-per
	,	Z	O
	aktivist	Ncmsn	O
	pokreta	Ncmsg	O
	Mjaft	Npmsn	B-org
	,	Z	O
	za	Sa	O
	SETimes	Npmsan	B-org
	kaže	Vmr3s	O
	kako	Cs	O
	je	Var3s	O
	piramida	Ncfsn	O
	bila	Vap-sf	O
	jedino	Agpnsny	O
	javno	Agpnsny	O
	mjesto	Ncnsn	O
	na	Sl	O
	kojem	Pi-msl	O
	su	Var3p	O
	građani	Ncmpn	O
	,	Z	O
	posebice	Rgp	O
	mladi	Agpmpny	O
	,	Z	O
	kultivirali	Vmp-pm	O
	svoje	Px-nsa	O
	zanimanje	Ncnsa	O
	za	Sa	O
	umjetnost	Ncfsa	O
	,	Z	O
	kulturu	Ncfsa	O
	i	Cc	O
	glazbu	Ncfsa	O
	.	Z	O
Sentence: 295	"	Z	O
	Za	Sa	O
	mlade	Agpmpay	O
	ljude	Ncmpa	O
	uništenje	Ncnsn	O
	piramide	Ncfsg	O
	predstavlja	Vmr3s	O
	gubitak	Ncmsan	O
	vrlo	Rgp	O
	važnog	Agpmsgy	O
	javnog	Agpmsgy	O
	prostora	Ncmsg	O
	.	Z	O
	"	Z	O
Sentence: 296	"	Z	O
	Ovo	Pd-nsn	O
	je	Var3s	O
	dokaz	Ncmsn	O
	nesposobnosti	Ncfsg	O
	i	Cc	O
	korumpiranosti	Ncfsg	O
	javne	Agpfsgy	O
	uprave	Ncfsg	O
	i	Cc	O
	albanske	Agpfsgy	O
	vlade	Ncfsg	O
	"	Z	O
	,	Z	O
	izjavio	Vmp-sm	O
	je	Var3s	O
	izdavač	Ncmsn	O
	Ardian	Npmsn	B-per
	Klosi	Npmsn	I-per
	za	Sa	O
	SETimes	Npmsan	B-org
	.	Z	O
Sentence: 297	"	Z	O
	Nije	Var3s	O
	riječ	Ncfsn	O
	o	Sl	O
	tome	Pd-nsl	O
	da	Cs	O
	imamo	Vmr1p	O
	jednu	Mlcfsa	O
	političku	Agpfsay	O
	opciju	Ncfsa	O
	koja	Pi-fsn	O
	tvrdi	Vmr3s	O
	kako	Cs	O
	piramidu	Ncfsa	O
	ne	Qz	O
	bi	Vaa3s	O
	trebalo	Vmp-sn	O
	uništiti	Vmn	O
	,	Z	O
	dok	Cs	O
	druga	Mlofsn	O
	smatra	Vmr3s	O
	da	Cs	O
	je	Pp3fsa	O
	treba	Vmr3s	O
	uništiti	Vmn	O
	.	Z	O
Sentence: 298	Ovdje	Rgp	O
	je	Var3s	O
	riječ	Ncfsn	O
	o	Sl	O
	građanima	Ncmpl	O
	koji	Pi-mpn	O
	pitaju	Vmr3p	O
	:	Z	O
	Čujete	Vmr2p	O
	li	Qq	O
	naš	Ps1msan	O
	glas	Ncmsan	O
	?	Z	O
	"	Z	O
	izjavio	Vmp-sm	O
	je	Var3s	O
	za	Sa	O
	SETimes	Npmsan	B-org
	Artan	Npmsn	B-per
	Lame	Npmsn	I-per
	,	Z	O
	bivši	Agpmsny	O
	dogradonačelnik	Ncmsn	O
	Tirane	Npfsg	B-loc
	.	Z	O
Sentence: 299	Crna	Npfsn	B-loc
	Gora	Npfsn	I-loc
	dobiva	Vmr3s	O
	status	Ncmsan	O
	kandidata	Ncmsg	O
	za	Sa	O
	prijam	Ncmsan	O
	u	Sa	O
	EU	Npmsan	B-org
Sentence: 300	BRUSSELS	Npmsn	B-loc
	,	Z	O
	Belgija	Npfsn	B-loc
	--	Z	O
	Čelnici	Ncmpn	O
	EU	Npmsg	B-org
	odlučili	Vmp-pm	O
	su	Var3p	O
	u	Sa	O
	petak	Ncmsan	O
	(	Z	O
	17.	Mdo	O
	prosinca	Ncmsg	O
	)	Z	O
	službeno	Rgp	O
	ponuditi	Vmn	O
	Crnoj	Npfsl	B-loc
	Gori	Npfsl	I-loc
	status	Ncmsan	O
	kandidata	Ncmsg	O
	za	Sa	O
	prijam	Ncmsan	O
	u	Sa	O
	EU	Npmsan	B-org
	.	Z	O
Sentence: 301	Europska	Agpfsny	B-org
	komisija	Ncfsn	I-org
	(	Z	O
	EK	Npfsn	B-org
	)	Z	O
	preporučila	Vmp-sf	O
	je	Var3s	O
	početkom	Sg	O
	studenog	Ncmsg	O
	da	Cs	O
	se	Px--sa	O
	to	Pd-nsn	O
	učini	Vmr3s	O
	,	Z	O
	ali	Cc	O
	je	Var3s	O
	istodobno	Rgp	O
	navela	Vmp-sf	O
	neka	Pi-npa	O
	ključna	Agpnpay	O
	područja	Ncnpa	O
	kojima	Pi-npi	O
	je	Var3s	O
	potrebno	Agpnsny	O
	posvetiti	Vmn	O
	pozornost	Ncfsa	O
	na	Sl	O
	putu	Ncmsl	O
	ka	Sd	O
	punopravnom	Agpnsdy	O
	članstvu	Ncnsd	O
	u	Sl	O
	EU	Npmsl	B-org
	.	Z	O
Sentence: 302	Među	Si	O
	njima	Pp3-pi	O
	jačanje	Ncnsn	O
	su	Var3p	O
	vladavine	Ncfsg	O
	zakona	Ncmpg	O
	,	Z	O
	reforma	Ncfpg	O
	pravosuđa	Ncnsg	O
	i	Cc	O
	izbornog	Agpmsgy	O
	sustava	Ncmsg	O
	te	Cc	O
	sučeljavanje	Ncnsn	O
	s	Si	O
	organiziranim	Agpmsiy	O
	kriminalom	Ncmsi	O
	i	Cc	O
	korupcijom	Ncfsi	O
	.	Z	O
Sentence: 303	Takva	Pd-fsn	O
	vijest	Ncfsn	O
	u	Sa	O
	petak	Ncmsan	O
	povećala	Vmp-sf	O
	je	Var3s	O
	nagađanja	Ncnpa	O
	da	Cs	O
	bi	Vaa3s	O
	se	Px--sa	O
	premijer	Ncmsn	O
	Milo	Npmsn	B-per
	Đukanović	Npmsn	I-per
	mogao	Vmp-sm	O
	uskoro	Rgp	O
	povući	Vmn	O
	.	Z	O
Sentence: 304	Ravnatelj	Ncmsn	O
	tvrtke	Ncfsg	O
	INA	Npfsn	B-org
	uhićen	Appmsnn	O
	u	Sl	O
	istrazi	Ncfsl	O
	podmićivanja	Ncnsg	O
Sentence: 305	ZAGREB	Npmsn	B-loc
	,	Z	O
	Hrvatska	Npfsn	B-loc
	--	Z	O
	Policija	Ncfsn	O
	je	Var3s	O
	u	Sa	O
	petak	Ncmsan	O
	(	Z	O
	25.	Mdo	O
	ožujka	Ncmsg	O
	)	Z	O
	uhitila	Vmp-sf	O
	Bojana	Npmsay	B-per
	Milkovića	Npmsay	I-per
	,	Z	O
	izvršnog	Agpmsayy	O
	ravnatelja	Ncmsay	O
	hrvatske	Agpfsgy	O
	državne	Agpfsgy	O
	energetske	Agpfsgy	O
	tvrtke	Ncfsg	O
	INA	Npfsn	B-org
	,	Z	O
	na	Sl	O
	temelju	Ncmsl	O
	sumnje	Ncfsg	O
	da	Cs	O
	je	Var3s	O
	primao	Vmp-sm	O
	mito	Ncnsa	O
	.	Z	O
Sentence: 306	Pretreseni	Appmpny	O
	su	Var3p	O
	njegov	Ps3msn	O
	ured	Ncmsn	O
	i	Cc	O
	stan	Ncmsn	O
	u	Sl	O
	Zagrebu	Npmsl	B-loc
	.	Z	O
Sentence: 307	Lokalni	Agpmpny	O
	mediji	Ncmpn	O
	izvijestili	Vmp-pm	O
	su	Var3p	O
	kako	Cs	O
	su	Var3p	O
	takve	Pd-fpn	O
	tvrdnje	Ncfpn	O
	vezane	Agpfpny	O
	za	Sa	O
	doba	Ncnsa	O
	kada	Rgp	O
	je	Var3s	O
	bio	Vap-sm	O
	ravnatelj	Ncmsn	O
	Crosca	Npmsg	B-org
	,	Z	O
	podružnice	Ncfsg	O
	INA	Npfsn	B-org
	.	Z	O
Sentence: 308	Prema	Sl	O
	navodima	Ncmpl	O
	bivšeg	Agpmsgy	O
	visoko	Rgp	O
	rangiranog	Agpmsgy	O
	UN-ovog	Aspmsgy	B-org
	dužnosnika	Ncmsg	O
	za	Sa	O
	nadzor	Ncmsan	O
	nuklearnih	Agpnpgy	O
	postrojenja	Ncnpg	O
	,	Z	O
	crv	Ncmsn	O
	Stuxnet	Npmsn	B-misc
	bi	Vaa3s	O
	mogao	Vmp-sm	O
	biti	Van	O
	jedan	Mlcmsn	O
	od	Sg	O
	razloga	Ncmpg	O
	za	Sa	O
	probleme	Ncmpa	O
	koje	Pi-mpa	O
	je	Var3s	O
	Iran	Npmsn	B-loc
	imao	Vmp-sm	O
	s	Si	O
	opremom	Ncfsi	O
	u	Sl	O
	svom	Px-msl	O
	programu	Ncmsl	O
	za	Sa	O
	obogaćivanje	Ncnsa	O
	urana	Ncmsg	O
	.	Z	O
Sentence: 309	Olli	Npmsn	B-per
	Heinonen	Npmsn	I-per
	,	Z	O
	koji	Pi-msn	O
	je	Var3s	O
	u	Sl	O
	kolovozu	Ncmsl	O
	odstupio	Vmp-sm	O
	s	Sg	O
	mjesta	Ncnsg	O
	čelnog	Agpmsgy	O
	čovjeka	Ncmsg	O
	International	Xf	B-org
	Atomic	Xf	I-org
	Energy	Xf	I-org
	Agency	Xf	I-org
	(	Z	O
	IAEA	Xf	B-org
	)	Z	O
	,	Z	O
	UN-ovog	Aspnsgy	B-org
	nadzornog	Agpnsgy	O
	tijela	Ncnsg	O
	za	Sa	O
	nuklearna	Agpnpay	O
	postrojenja	Ncnpa	O
	širom	Sg	O
	svijeta	Ncmsg	O
	,	Z	O
	izjavio	Vmp-sm	O
	je	Var3s	O
	za	Sa	O
	Reuters	Npmsan	B-org
	kako	Cs	O
	može	Vmr3s	O
	postojati	Vmn	O
	mnogo	Rgp	O
	razloga	Ncmpg	O
	za	Sa	O
	tehničke	Agpmpay	O
	probleme	Ncmpa	O
	koji	Pi-mpn	O
	su	Var3p	O
	smanjili	Vmp-pm	O
	broj	Ncmsan	O
	centrifuga	Ncfpg	O
	koje	Pi-fpn	O
	su	Var3p	O
	radile	Vmp-pf	O
	u	Sl	O
	iranskom	Agpmsly	O
	pogonu	Ncmsl	O
	za	Sa	O
	obogaćivanje	Ncnsa	O
	urana	Ncmsg	O
	.	Z	O
Sentence: 310	Jedan	Mlcmsn	O
	od	Sg	O
	razloga	Ncmpg	O
	je	Var3s	O
	osnovni	Agpmsny	O
	dizajn	Ncmsn	O
	centrifuga	Ncfpg	O
	koji	Pi-msn	O
	nije	Var3s	O
	jako	Rgp	O
	pouzdan	Agpmsnn	O
	,	Z	O
	no	Cc	O
	potvrdio	Vmp-sm	O
	je	Var3s	O
	i	Qo	O
	kako	Cs	O
	bi	Vaa3s	O
	jedan	Mlcmsn	O
	od	Sg	O
	razloga	Ncmpg	O
	mogao	Vmp-sm	O
	biti	Van	O
	i	Cc	O
	crv	Ncmsn	O
	Stuxnet	Npmsn	B-misc
	za	Sa	O
	kojeg	Pi-msay	O
	se	Px--sa	O
	već	Rgp	O
	neko	Pi-nsa	O
	vrijeme	Ncnsa	O
	nagađa	Vmr3s	O
	kako	Cs	O
	je	Var3s	O
	napisan	Appmsnn	O
	upravo	Rgp	O
	s	Si	O
	ciljem	Ncmsi	O
	sabotiranja	Ncnsg	O
	iranskog	Agpmsgy	O
	nuklearnog	Agpmsgy	O
	programa	Ncmsg	O
	.	Z	O
Sentence: 311	Heinonen	Npmsn	B-per
	ističe	Vmr3s	O
	kako	Cs	O
	nema	Vmr3s	O
	dokaza	Ncmpg	O
	kako	Cs	O
	je	Var3s	O
	Stuxnet	Npmsn	B-misc
	odgovoran	Agpmsnn	O
	za	Sa	O
	probleme	Ncmpa	O
	koje	Pi-mpa	O
	su	Var3p	O
	imali	Vmp-pm	O
	Iranci	Npmpn	B-per
	u	Sl	O
	obogaćivanju	Ncnsl	O
	urana	Ncmsg	O
	,	Z	O
	no	Cc	O
	sigurno	Rgp	O
	je	Var3s	O
	kako	Cs	O
	je	Var3s	O
	u	Sl	O
	njihovom	Ps3msl	O
	postrojenju	Ncnsl	O
	bilo	Vap-sn	O
	jako	Rgp	O
	puno	Rgp	O
	kvarova	Ncmpg	O
	centrifuga	Ncfpg	O
	.	Z	O
Sentence: 312	Nedavno	Rgp	O
	je	Var3s	O
	i	Qo	O
	Symantec	Npmsn	B-org
	objavio	Vmp-sm	O
	kako	Cs	O
	je	Var3s	O
	otkrio	Vmp-sm	O
	dokaze	Ncmpa	O
	u	Sl	O
	crvu	Ncmsl	O
	Stuxnet	Npmsn	B-misc
	koji	Pi-mpn	O
	upućuju	Vmr3p	O
	na	Sa	O
	teorije	Ncfpa	O
	kako	Cs	O
	je	Var3s	O
	napisan	Appmsnn	O
	upravo	Rgp	O
	za	Sa	O
	sabotiranje	Ncnsa	O
	postrojenja	Ncnsg	O
	poput	Sg	O
	onih	Pd-mpg	O
	za	Sa	O
	obogaćivanje	Ncnsa	O
	urana	Ncmsg	O
	.	Z	O
Sentence: 313	U	Sl	O
	skrivenim	Agpmply	O
	laboratorijima	Ncmpl	O
	Facebooka	Npmsg	B-org
	na	Sa	O
	svijet	Ncmsan	O
	je	Var3s	O
	došlo	Vmp-sn	O
	novo	Agpnsny	O
	softversko	Agpnsny	O
	čedo	Ncnsn	O
	,	Z	O
	i	Qo	O
	to	Qo	O
	jednostavnim	Agpnsiy	O
	križanjem	Ncnsi	O
	dvaju	Mlcm-g	O
	koncepata	Ncmpg	O
	izmišljenih	Appmpgy	O
	u	Sl	O
	Googleovim	Aspmply	B-org
	i	Cc	O
	Amazonovim	Aspmply	B-org
	razvojnim	Agpmply	O
	odjelima	Ncmpl	O
	.	Z	O
Sentence: 314	Bez	Sg	O
	puno	Rgp	O
	riječi	Ncfpg	O
	,	Z	O
	Cassandra	Npfsn	B-misc
	se	Px--sa	O
	definira	Vmr3s	O
	kao	Cs	O
	distribuirana	Appfsny	O
	baza	Ncfsn	O
	podataka	Ncmpg	O
	.	Z	O
Sentence: 315	Pred	Sa	O
	prvotne	Agpmpay	O
	autore	Ncmpa	O
	postavljen	Appmsnn	O
	je	Var3s	O
	zadatak	Ncmsn	O
	kreiranja	Ncnsg	O
	masovno	Rgp	O
	skalabilne	Appfsgy	O
	i	Cc	O
	decentralizirane	Appfsgy	O
	baze	Ncfsg	O
	podataka	Ncmpg	O
	,	Z	O
	koja	Pi-fsn	O
	mora	Vmr3s	O
	biti	Van	O
	optimizirana	Agpfsny	O
	za	Sa	O
	operaciju	Ncfsa	O
	čitanja	Ncnsg	O
	,	Z	O
	u	Sl	O
	kojoj	Pi-fsl	O
	je	Var3s	O
	moguće	Agpnsny	O
	često	Rgp	O
	i	Cc	O
	bezbolno	Rgp	O
	mijenjati	Vmn	O
	strukture	Ncfpa	O
	podataka	Ncmpg	O
	,	Z	O
	a	Cc	O
	uza	Sa	O
	sve	Pi-nsa	O
	to	Pd-nsa	O
	i	Cc	O
	ne	Qz	O
	smije	Vmr3s	O
	biti	Van	O
	teška	Agpfsny	O
	za	Sa	O
	administriranje	Ncnsa	O
	.	Z	O
Sentence: 316	Rješenje	Ncnsn	O
	je	Var3s	O
	pronađeno	Appnsny	O
	u	Sl	O
	kombiniranju	Ncnsl	O
	dvaju	Mlcm-g	O
	otprije	Rgp	O
	poznatih	Agpmpgy	O
	koncepata	Ncmpg	O
	.	Z	O
Sentence: 317	Radi	Vmr3s	O
	se	Px--sa	O
	o	Sl	O
	Googleovom	Aspnsly	B-org
	BigTableu	Npmsl	B-misc
	i	Cc	O
	Amazonovom	Aspnsly	B-org
	Dynamu	Npmsl	B-misc
	na	Sl	O
	kojem	Pi-msl	O
	je	Var3s	O
	jedan	Mlcmsn	O
	od	Sg	O
	dvojice	Ncfsg	O
	autora	Ncmpg	O
	(	Z	O
	A.	Npmsn	B-per
	Lakshman	Npmsn	I-per
	)	Z	O
	prije	Rgp	O
	radio	Vmp-sm	O
	.	Z	O
Sentence: 318	Od	Sg	O
	BigTablea	Npmsg	B-misc
	je	Var3s	O
	posuđen	Appmsnn	O
	izgled	Ncmsn	O
	podatkovnog	Agpmsgy	O
	modela	Ncmsg	O
	,	Z	O
	dok	Cs	O
	je	Var3s	O
	Dynamo	Npmsn	B-misc
	zaslužan	Agpmsnn	O
	za	Sa	O
	cjelokupnu	Agpfsay	O
	distribuiranu	Appfsay	O
	arhitekturu	Ncfsa	O
	.	Z	O
Sentence: 319	Instalacija	Ncfsn	O
	je	Var3s	O
	jednostavna	Agpfsny	O
	.	Z	O
Sentence: 320	Nakon	Sg	O
	downloada	Ncmsg	O
	nevelike	Agpfsgy	O
	komprimirane	Appfsgy	O
